ticket_id,created_at,first_response_at,resolved_at,priority,status,issue_type,channel,customer_id,agent_id,first_response_mins,resolution_time_hours,sla_hours,sla_breached,reopened,escalated,csat
T010359,17-06-2025 17:30,17-06-2025 22:06,28:26.0,Low,Closed,Login Issue,Phone,C0278,A007,276,2.96,168,FALSE,FALSE,FALSE,2.9
T010360,26-10-2025 18:27,26-10-2025 22:34,17:02.5,Low,Closed,Integration Config,Email,C0093,A028,247,36.83,168,FALSE,FALSE,FALSE,3.3
T010361,06-12-2024 14:46,07-12-2024 00:09,46:35.0,Low,Closed,Performance Issue,Email,C0547,A010,563,1,168,FALSE,FALSE,FALSE,3.2
T010362,27-11-2024 22:12,27-11-2024 22:45,47:51.5,High,Closed,UI Bug,Chat,C0128,A004,33,7.59,24,FALSE,FALSE,FALSE,4.4
T010363,18-03-2025 02:28,18-03-2025 02:48,24:22.4,High,Closed,Integration Config,Email,C0532,A003,20,44.93,24,FALSE,FALSE,FALSE,3
T010364,10-04-2025 17:17,10-04-2025 23:20,08:08.9,Low,Closed,Performance Issue,Portal,C0773,A025,363,8.84,168,FALSE,FALSE,FALSE,3.3
T010365,23-07-2025 19:50,23-07-2025 22:13,04:28.2,Low,Closed,UI Bug,Chat,C0167,A023,143,58.23,168,FALSE,FALSE,FALSE,2.8
T010366,05-03-2025 06:47,05-03-2025 07:44,14:41.6,High,Closed,Integration Config,Email,C0236,A027,57,65.45,24,FALSE,FALSE,TRUE,4.8
T010367,13-11-2024 11:07,13-11-2024 23:52,19:02.4,Low,Closed,Login Issue,Email,C0032,A014,765,12.2,168,FALSE,FALSE,FALSE,3.5
T010368,08-08-2025 08:50,08-08-2025 08:57,50:49.0,Urgent,Closed,UI Bug,Email,C0231,A038,7,1,4,FALSE,FALSE,TRUE,3.8
T010369,07-05-2025 19:27,07-05-2025 21:10,38:23.4,Medium,Closed,Payroll Sync Error,Phone,C0191,A032,103,16.18,72,FALSE,FALSE,FALSE,4.4
T010370,19-07-2025 08:31,19-07-2025 10:19,57:22.8,Medium,Closed,Login Issue,Chat,C0657,A023,108,3.43,72,FALSE,FALSE,FALSE,4.8
T010371,13-03-2025 23:07,14-03-2025 11:40,02:24.4,Low,Closed,Integration Config,Portal,C0613,A040,753,43.91,168,FALSE,FALSE,FALSE,2.5
T010372,06-05-2025 15:13,06-05-2025 19:59,25:23.2,Low,Closed,Login Issue,Chat,C0591,A037,286,16.2,168,FALSE,FALSE,FALSE,3.6
T010373,24-09-2025 06:40,24-09-2025 10:40,40:23.0,Low,Closed,Billing Query,Portal,C0508,A003,240,1,168,FALSE,FALSE,FALSE,3.4
T010374,23-02-2025 21:19,23-02-2025 21:59,05:13.8,Urgent,Closed,UI Bug,Email,C0457,A035,40,10.77,4,FALSE,TRUE,FALSE,4.3
T010375,19-11-2024 20:30,20-11-2024 07:55,12:08.6,Low,Closed,Data Mismatch,Email,C0672,A013,685,21.69,168,FALSE,FALSE,FALSE,2.4
T010376,16-09-2025 04:23,16-09-2025 04:25,31:25.9,Low,Closed,Payroll Sync Error,Portal,C0255,A034,2,30.13,168,FALSE,FALSE,FALSE,3.9
T010377,04-03-2025 00:16,04-03-2025 03:38,09:51.7,Medium,Closed,Payroll Sync Error,Email,C0279,A024,202,30.89,72,FALSE,FALSE,FALSE,4.3
T010378,25-06-2025 13:55,25-06-2025 15:27,49:21.0,High,Closed,Payroll Sync Error,Portal,C0700,A001,92,14.9,24,FALSE,FALSE,FALSE,4.4
T010379,06-10-2025 18:02,07-10-2025 02:10,25:46.6,Low,Closed,Payroll Sync Error,Email,C0722,A012,488,28.4,168,FALSE,FALSE,FALSE,2.1
T010380,04-12-2024 18:09,04-12-2024 21:39,47:42.8,Medium,Closed,Billing Query,Email,C0753,A008,210,17.63,72,FALSE,FALSE,FALSE,4.2
T010381,14-08-2025 09:14,14-08-2025 13:57,55:42.4,Low,Closed,Permission Issue,Phone,C0056,A019,283,1.68,168,FALSE,FALSE,FALSE,3.8
T010382,24-10-2025 08:57,24-10-2025 09:24,40:12.4,High,Closed,Billing Query,Phone,C0649,A009,27,39.71,24,FALSE,FALSE,FALSE,2.6
T010383,24-07-2025 18:39,24-07-2025 22:26,58:25.0,Low,Closed,Integration Config,Portal,C0106,A028,227,42.32,168,FALSE,FALSE,FALSE,4.7
T010384,18-12-2024 18:30,19-12-2024 01:07,30:26.8,Low,Closed,Data Mismatch,Portal,C0581,A014,397,78,168,FALSE,FALSE,TRUE,3.1
T010385,28-10-2025 21:40,28-10-2025 21:46,29:49.9,Low,Closed,UI Bug,Chat,C0702,A027,6,36.83,168,FALSE,FALSE,FALSE,3.3
T010386,17-10-2025 05:14,17-10-2025 10:36,45:25.9,Medium,Closed,Payroll Sync Error,Email,C0192,A018,322,29.51,72,FALSE,FALSE,FALSE,3.4
T010387,16-09-2025 19:29,17-09-2025 00:19,05:19.8,Low,Closed,Integration Config,Phone,C0278,A006,290,32.6,168,FALSE,FALSE,FALSE,3.2
T010388,27-12-2024 07:55,27-12-2024 10:07,22:42.2,Low,Closed,Login Issue,Chat,C0544,A033,132,7.45,168,FALSE,FALSE,FALSE,3.4
T010389,23-06-2025 06:08,23-06-2025 09:10,08:47.0,Medium,Closed,UI Bug,Portal,C0175,A037,182,1,72,FALSE,FALSE,FALSE,3.5
T010390,05-11-2024 10:41,05-11-2024 12:19,41:23.0,High,Closed,Payroll Sync Error,Email,C0770,A025,98,1,24,FALSE,FALSE,FALSE,4.9
T010391,12-02-2025 05:50,12-02-2025 09:44,56:11.9,Medium,Closed,UI Bug,Email,C0635,A013,234,9.1,72,FALSE,FALSE,FALSE,4
T010392,10-05-2025 00:52,10-05-2025 03:34,52:47.0,Low,Closed,API Failure,Chat,C0085,A023,162,1,168,FALSE,FALSE,FALSE,4.2
T010393,04-01-2025 21:46,05-01-2025 04:33,25:50.4,Low,Closed,Login Issue,Email,C0728,A036,407,5.66,168,FALSE,FALSE,FALSE,2.9
T010394,31-07-2025 12:46,31-07-2025 14:12,35:52.3,High,Closed,UI Bug,Email,C0216,A033,86,19.83,24,FALSE,FALSE,FALSE,3.4
T010395,26-10-2025 15:47,26-10-2025 15:51,38:52.1,Urgent,Closed,Payroll Sync Error,Chat,C0014,A021,4,32.85,4,FALSE,FALSE,FALSE,3.6
T010396,03-05-2025 10:57,03-05-2025 20:12,35:14.4,Low,Closed,Payroll Sync Error,Portal,C0037,A034,555,36.63,168,FALSE,FALSE,FALSE,2.7
T010397,14-09-2025 15:31,14-09-2025 17:46,36:12.4,Medium,Closed,API Failure,Email,C0027,A036,135,11.08,72,FALSE,FALSE,FALSE,3.8
T010398,13-02-2025 19:14,14-02-2025 02:57,07:17.5,Low,Closed,API Failure,Email,C0664,A017,463,10.88,168,FALSE,FALSE,FALSE,3.8
T010399,18-06-2025 11:46,18-06-2025 13:20,55:50.8,High,Closed,Billing Query,Portal,C0576,A010,94,17.15,24,FALSE,FALSE,TRUE,4
T010400,12-06-2025 12:47,12-06-2025 18:40,43:38.3,Low,Closed,UI Bug,Portal,C0070,A023,353,16.93,168,FALSE,FALSE,FALSE,3.7
T010401,14-01-2025 19:35,14-01-2025 22:00,33:15.6,Low,Closed,Billing Query,Email,C0154,A002,145,14.96,168,FALSE,FALSE,FALSE,3.4
T010402,16-03-2025 13:36,16-03-2025 17:12,36:01.0,Medium,Closed,Login Issue,Phone,C0438,A035,216,1,72,FALSE,FALSE,FALSE,3.3
T010403,08-12-2024 16:09,08-12-2024 16:59,09:52.0,High,Closed,API Failure,Email,C0765,A014,50,1,24,FALSE,FALSE,FALSE,4.1
T010404,08-07-2025 17:01,08-07-2025 18:11,50:30.6,High,Closed,UI Bug,Portal,C0271,A002,70,12.82,24,FALSE,FALSE,FALSE,3.5
T010405,14-02-2025 03:36,14-02-2025 12:37,36:00.6,Low,Closed,Payroll Sync Error,Phone,C0541,A019,541,35,168,FALSE,FALSE,FALSE,2.8
T010406,12-01-2025 13:26,12-01-2025 13:38,35:43.9,Urgent,Closed,Login Issue,Chat,C0074,A016,12,6.15,4,FALSE,FALSE,TRUE,4.1
T010407,23-10-2025 09:44,23-10-2025 12:37,23:59.5,Medium,Closed,Data Mismatch,Portal,C0796,A025,173,27.66,72,FALSE,FALSE,FALSE,3.3
T010408,19-10-2025 18:29,19-10-2025 21:31,56:19.1,Medium,Closed,Data Mismatch,Portal,C0571,A001,182,12.45,72,FALSE,TRUE,FALSE,4.2
T010409,25-10-2025 03:14,25-10-2025 05:12,03:50.4,High,Closed,Payroll Sync Error,Email,C0755,A002,118,23.83,24,FALSE,FALSE,TRUE,3.8
T010410,09-10-2025 21:54,10-10-2025 08:53,20:36.0,Low,Closed,Payroll Sync Error,Email,C0149,A027,659,13.44,168,FALSE,FALSE,FALSE,2.6
T010411,24-06-2025 02:24,24-06-2025 06:14,24:19.0,Low,Closed,Integration Config,Chat,C0506,A002,230,1,168,FALSE,FALSE,FALSE,3.6
T010412,23-11-2024 08:45,23-11-2024 08:59,45:03.0,Urgent,Closed,Login Issue,Chat,C0010,A030,14,1,4,FALSE,FALSE,TRUE,3.5
T010413,02-12-2024 20:23,03-12-2024 00:02,26:38.5,Low,Open,Billing Query,Phone,C0644,A010,219,21.05,168,FALSE,TRUE,FALSE,4
T010414,24-01-2025 15:54,24-01-2025 16:34,42:34.1,High,Closed,Performance Issue,Chat,C0502,A019,40,16.79,24,FALSE,FALSE,FALSE,3.9
T010415,28-07-2025 17:05,28-07-2025 18:26,11:28.0,High,Closed,Billing Query,Email,C0062,A016,81,21.09,24,FALSE,FALSE,FALSE,3.6
T010416,06-05-2025 10:21,06-05-2025 15:58,07:54.0,Low,Closed,Payroll Sync Error,Portal,C0388,A013,337,34.77,168,FALSE,FALSE,FALSE,2.6
T010417,30-10-2025 17:37,30-10-2025 18:23,05:39.4,High,Closed,Login Issue,Portal,C0774,A008,46,10.48,24,FALSE,FALSE,FALSE,4.3
T010418,05-11-2024 22:35,06-11-2024 04:48,39:25.9,Low,Closed,Performance Issue,Portal,C0730,A031,373,41.06,168,FALSE,FALSE,FALSE,2.8
T010419,22-03-2025 22:12,22-03-2025 23:01,17:23.8,Medium,Closed,API Failure,Chat,C0232,A025,49,15.07,72,FALSE,FALSE,FALSE,3.8
T010420,27-12-2024 03:17,27-12-2024 11:30,09:04.9,Low,Closed,API Failure,Email,C0584,A039,493,4.87,168,FALSE,FALSE,FALSE,3.2
T010421,05-11-2024 11:19,05-11-2024 15:58,11:56.4,Low,Closed,Payroll Sync Error,Chat,C0528,A021,279,36.88,168,FALSE,FALSE,FALSE,2
T010422,22-09-2025 07:12,22-09-2025 08:20,46:49.9,High,Closed,Payroll Sync Error,Email,C0550,A038,68,18.57,24,FALSE,FALSE,TRUE,2.7
T010423,03-01-2025 17:32,03-01-2025 19:38,55:37.5,Medium,Closed,Integration Config,Chat,C0689,A029,126,56.39,72,FALSE,FALSE,FALSE,3.4
T010424,11-11-2024 19:55,11-11-2024 23:41,02:17.2,Low,Open,Billing Query,Phone,C0445,A006,226,17.12,168,FALSE,FALSE,FALSE,3.3
T010425,29-11-2024 18:19,29-11-2024 19:43,33:19.7,High,Closed,Permission Issue,Email,C0321,A018,84,13.23,24,FALSE,FALSE,FALSE,3.6
T010426,18-04-2025 12:36,18-04-2025 17:38,07:35.4,Low,Closed,Data Mismatch,Chat,C0083,A035,302,42.52,168,FALSE,FALSE,FALSE,3.4
T010427,13-01-2025 19:57,13-01-2025 21:00,54:23.1,Medium,Closed,API Failure,Email,C0434,A027,63,24.96,72,FALSE,FALSE,FALSE,3.9
T010428,23-04-2025 04:32,23-04-2025 05:42,42:04.2,High,Closed,UI Bug,Portal,C0017,A005,70,28.16,24,FALSE,FALSE,FALSE,3.4
T010429,03-01-2025 09:33,03-01-2025 15:21,09:42.0,Low,Pending,Payroll Sync Error,Email,C0369,A007,348,33.6,168,FALSE,FALSE,FALSE,2.5
T010430,12-01-2025 18:54,12-01-2025 18:56,13:57.0,Medium,Closed,Login Issue,Chat,C0668,A010,2,6.32,72,FALSE,FALSE,FALSE,4.2
T010431,08-05-2025 23:41,09-05-2025 05:05,46:07.9,Medium,Closed,Login Issue,Email,C0684,A010,324,14.08,72,FALSE,FALSE,FALSE,4.2
T010432,25-09-2025 22:23,25-09-2025 23:23,13:14.0,Low,Closed,Data Mismatch,Chat,C0582,A028,60,15.83,168,FALSE,FALSE,FALSE,4.7
T010433,07-06-2025 07:38,07-06-2025 10:33,35:28.6,Low,Closed,Login Issue,Phone,C0583,A036,175,9.96,168,FALSE,FALSE,FALSE,3.3
T010434,20-03-2025 12:24,20-03-2025 15:02,17:14.2,Medium,Closed,Performance Issue,Email,C0255,A010,158,56.89,72,FALSE,FALSE,FALSE,3
T010435,29-09-2025 00:56,29-09-2025 06:01,33:47.8,Low,Closed,Performance Issue,Chat,C0456,A035,305,24.63,168,FALSE,FALSE,FALSE,3.6
T010436,29-05-2025 18:19,29-05-2025 18:58,11:16.7,High,Closed,Login Issue,Phone,C0643,A035,39,1.86,24,FALSE,FALSE,FALSE,2.4
T010437,14-11-2024 03:34,14-11-2024 07:39,40:40.5,Low,Closed,API Failure,Chat,C0561,A037,245,2.1,168,FALSE,FALSE,FALSE,4
T010438,11-02-2025 17:20,11-02-2025 18:09,30:47.6,Medium,Closed,Integration Config,Email,C0533,A020,49,38.18,72,FALSE,FALSE,FALSE,3.3
T010439,30-03-2025 16:19,30-03-2025 21:59,36:51.2,Low,Closed,Performance Issue,Chat,C0392,A013,340,34.29,168,FALSE,FALSE,FALSE,4.2
T010440,29-04-2025 19:35,29-04-2025 21:10,03:20.6,Medium,Closed,Billing Query,Email,C0320,A011,95,30.47,72,FALSE,FALSE,FALSE,4.2
T010441,23-07-2025 08:27,23-07-2025 10:41,15:37.9,Medium,Closed,Payroll Sync Error,Phone,C0220,A019,134,25.8,72,FALSE,FALSE,FALSE,3.4
T010442,07-11-2024 04:03,07-11-2024 05:20,08:00.4,High,Closed,Login Issue,Email,C0699,A028,77,9.07,24,FALSE,FALSE,FALSE,3.4
T010443,02-10-2025 14:54,02-10-2025 17:58,24:09.9,Medium,Closed,API Failure,Email,C0414,A038,184,18.49,72,FALSE,FALSE,FALSE,3.8
T010444,26-08-2025 00:59,26-08-2025 05:25,38:39.7,Low,Closed,API Failure,Email,C0032,A004,266,10.66,168,FALSE,FALSE,FALSE,3.7
T010445,08-02-2025 13:35,08-02-2025 14:20,12:20.4,High,Closed,API Failure,Portal,C0715,A037,45,4.61,24,FALSE,FALSE,FALSE,4.9
T010446,19-10-2025 13:37,20-10-2025 03:41,56:09.3,Low,Closed,Permission Issue,Portal,C0788,A019,844,51.3,168,FALSE,FALSE,FALSE,1.4
T010447,30-08-2025 20:45,30-08-2025 21:40,08:55.1,High,Closed,Payroll Sync Error,Portal,C0754,A037,55,1.39,24,FALSE,FALSE,FALSE,4.2
T010448,21-04-2025 15:00,21-04-2025 15:02,24:34.0,Urgent,Closed,Billing Query,Chat,C0016,A014,2,10.39,4,FALSE,FALSE,TRUE,4
T010449,13-09-2025 03:08,13-09-2025 13:24,51:52.4,Low,Closed,Payroll Sync Error,Portal,C0409,A031,616,23.72,168,FALSE,FALSE,FALSE,3
T010450,19-04-2025 09:53,19-04-2025 13:16,32:31.4,Low,Closed,API Failure,Chat,C0173,A028,203,14.65,168,FALSE,FALSE,FALSE,4.2
T010451,19-09-2025 08:31,19-09-2025 09:28,15:40.5,High,Closed,API Failure,Chat,C0649,A036,57,10.74,24,FALSE,FALSE,TRUE,3.5
T010452,19-05-2025 03:08,19-05-2025 03:10,25:08.4,High,Closed,API Failure,Portal,C0179,A038,2,3.27,24,FALSE,FALSE,FALSE,4.1
T010453,09-02-2025 01:09,09-02-2025 03:10,38:48.6,Medium,Closed,Integration Config,Phone,C0573,A019,121,21.49,72,FALSE,FALSE,FALSE,3.9
T010454,07-08-2025 06:37,07-08-2025 07:48,17:31.7,High,Closed,API Failure,Phone,C0497,A001,71,7.66,24,FALSE,FALSE,TRUE,3.9
T010455,21-11-2024 06:21,21-11-2024 07:44,25:50.9,High,Closed,Billing Query,Portal,C0104,A023,83,27.08,24,FALSE,TRUE,FALSE,3.8
T010456,26-09-2025 12:25,26-09-2025 16:19,47:45.2,Medium,Closed,Performance Issue,Portal,C0317,A028,234,9.37,72,FALSE,TRUE,FALSE,2.4
T010457,14-12-2024 17:12,14-12-2024 19:07,35:29.3,Medium,Closed,Billing Query,Email,C0707,A004,115,13.38,72,FALSE,FALSE,FALSE,3.6
T010458,25-07-2025 07:45,25-07-2025 09:22,43:30.9,Medium,Closed,UI Bug,Email,C0768,A018,97,31.97,72,FALSE,FALSE,FALSE,3.5
T010459,26-02-2025 22:48,27-02-2025 02:37,06:46.5,Low,Closed,UI Bug,Chat,C0588,A039,229,50.31,168,FALSE,FALSE,FALSE,3.9
T010460,14-07-2025 05:44,14-07-2025 15:35,36:46.4,Low,Closed,Payroll Sync Error,Email,C0783,A025,591,34.87,168,FALSE,FALSE,FALSE,2.3
T010461,27-12-2024 02:29,27-12-2024 05:09,29:44.0,Medium,Closed,Data Mismatch,Portal,C0181,A018,160,1,72,FALSE,FALSE,FALSE,3.6
T010462,06-10-2025 14:37,06-10-2025 15:29,37:33.0,Medium,Closed,Performance Issue,Portal,C0132,A006,52,1,72,FALSE,FALSE,FALSE,4
T010463,26-07-2025 22:10,27-07-2025 04:20,10:16.0,Low,Closed,Login Issue,Chat,C0663,A019,370,1,168,FALSE,TRUE,FALSE,2.7
T010464,24-09-2025 22:32,24-09-2025 23:09,31:33.7,High,Closed,Integration Config,Phone,C0155,A012,37,4.99,24,FALSE,FALSE,FALSE,3.1
T010465,10-05-2025 04:25,10-05-2025 07:56,13:05.7,Medium,Closed,Billing Query,Email,C0359,A025,211,38.79,72,FALSE,FALSE,FALSE,3.1
T010466,11-09-2025 19:47,12-09-2025 02:32,19:33.5,Low,Closed,Performance Issue,Portal,C0235,A035,405,20.53,168,FALSE,FALSE,FALSE,2.9
T010467,28-02-2025 16:04,01-03-2025 00:17,40:15.8,Low,Closed,API Failure,Portal,C0760,A001,493,17.6,168,FALSE,FALSE,FALSE,2.7
T010468,31-12-2024 14:05,31-12-2024 14:25,58:54.9,Urgent,Closed,API Failure,Email,C0165,A005,20,3.89,4,FALSE,FALSE,TRUE,4.3
T010469,06-02-2025 05:32,06-02-2025 12:03,46:19.5,Low,Closed,Payroll Sync Error,Email,C0717,A001,391,26.24,168,FALSE,FALSE,FALSE,2.6
T010470,08-11-2024 05:22,08-11-2024 07:08,00:03.0,Medium,Closed,Permission Issue,Email,C0427,A008,106,9.63,72,FALSE,FALSE,FALSE,3.3
T010471,26-12-2024 18:06,26-12-2024 20:08,23:54.1,Low,Closed,Login Issue,Phone,C0677,A039,122,5.3,168,FALSE,FALSE,FALSE,5
T010472,29-01-2025 11:37,29-01-2025 19:25,40:02.9,Low,Closed,Payroll Sync Error,Email,C0488,A018,468,24.04,168,FALSE,FALSE,FALSE,3.4
T010473,01-04-2025 22:34,01-04-2025 23:39,35:43.7,High,Closed,API Failure,Email,C0213,A009,65,11.02,24,FALSE,FALSE,FALSE,3.5
T010474,19-01-2025 01:25,19-01-2025 05:32,23:54.5,Medium,Closed,API Failure,Email,C0766,A005,247,7.98,72,FALSE,TRUE,FALSE,2.5
T010475,23-07-2025 20:34,23-07-2025 21:23,26:24.0,High,Closed,API Failure,Chat,C0157,A004,49,8.87,24,FALSE,FALSE,TRUE,5
T010476,12-09-2025 01:02,12-09-2025 08:58,37:48.3,Low,Closed,UI Bug,Portal,C0689,A029,476,29.6,168,FALSE,FALSE,FALSE,3.6
T010477,08-07-2025 02:38,08-07-2025 04:35,32:21.6,Medium,Closed,Performance Issue,Phone,C0075,A001,117,17.89,72,FALSE,FALSE,FALSE,4.4
T010478,05-08-2025 01:55,05-08-2025 10:09,24:32.3,Low,Closed,Payroll Sync Error,Chat,C0435,A030,494,71.48,168,FALSE,FALSE,FALSE,1.8
T010479,13-09-2025 23:30,14-09-2025 00:49,21:08.4,High,Closed,Permission Issue,Email,C0178,A001,79,7.85,24,FALSE,FALSE,TRUE,4.1
T010480,20-07-2025 04:19,20-07-2025 04:59,40:14.0,High,Closed,Data Mismatch,Chat,C0796,A003,40,19.34,24,FALSE,FALSE,TRUE,4.5
T010481,18-04-2025 03:47,18-04-2025 05:28,47:01.0,Medium,Closed,Login Issue,Email,C0645,A022,101,1,72,FALSE,FALSE,FALSE,5
T010482,26-09-2025 17:10,26-09-2025 23:33,45:15.1,Low,Closed,Permission Issue,Email,C0637,A008,383,20.58,168,FALSE,FALSE,FALSE,2.4
T010483,09-08-2025 04:31,09-08-2025 07:18,32:18.2,Low,Closed,Login Issue,Email,C0312,A018,167,11.01,168,FALSE,FALSE,FALSE,3.2
T010484,20-01-2025 03:19,20-01-2025 12:15,52:34.7,Low,Closed,Integration Config,Email,C0127,A025,536,51.55,168,FALSE,FALSE,FALSE,3
T010485,28-08-2025 22:10,28-08-2025 22:47,42:06.8,High,Closed,Integration Config,Email,C0377,A020,37,103.52,24,FALSE,FALSE,FALSE,3.5
T010486,28-03-2025 20:32,28-03-2025 23:14,14:16.2,Low,Closed,Data Mismatch,Chat,C0345,A031,162,25.69,168,FALSE,FALSE,FALSE,3.4
T010487,05-03-2025 07:20,05-03-2025 16:27,20:49.0,Low,Closed,API Failure,Email,C0225,A030,547,1,168,FALSE,FALSE,FALSE,2.6
T010488,23-07-2025 19:13,23-07-2025 21:51,55:28.6,Medium,Closed,Data Mismatch,Chat,C0017,A016,158,29.71,72,FALSE,FALSE,TRUE,3.6
T010489,11-03-2025 22:32,11-03-2025 23:47,32:41.0,Medium,Closed,Integration Config,Phone,C0497,A002,75,1,72,FALSE,FALSE,FALSE,4.6
T010490,01-02-2025 23:11,01-02-2025 23:40,06:34.8,High,Closed,Data Mismatch,Chat,C0473,A017,29,37.91,24,FALSE,FALSE,TRUE,3.3
T010491,27-11-2024 05:36,27-11-2024 06:06,36:38.0,High,Closed,Permission Issue,Phone,C0311,A010,30,1,24,FALSE,FALSE,FALSE,4.7
T010492,03-06-2025 17:44,03-06-2025 19:26,38:14.8,High,Closed,Data Mismatch,Portal,C0758,A007,102,22.9,24,FALSE,FALSE,FALSE,3.7
T010493,06-02-2025 19:36,06-02-2025 21:02,18:03.2,Medium,Closed,API Failure,Email,C0137,A009,86,3.69,72,FALSE,FALSE,FALSE,3.6
T010494,12-07-2025 12:42,12-07-2025 12:44,19:35.4,Medium,Closed,Payroll Sync Error,Chat,C0475,A017,2,25.62,72,FALSE,FALSE,FALSE,3.4
T010495,19-10-2025 04:46,19-10-2025 05:58,49:41.0,High,Pending,Data Mismatch,Email,C0217,A009,72,10.06,24,FALSE,FALSE,FALSE,4.1
T010496,08-01-2025 06:06,08-01-2025 06:08,59:46.3,Low,Closed,Integration Config,Email,C0196,A009,2,17.9,168,FALSE,FALSE,FALSE,4.6
T010497,05-04-2025 03:16,05-04-2025 04:53,59:36.7,Medium,Closed,Login Issue,Email,C0201,A037,97,6.73,72,FALSE,FALSE,FALSE,2.9
T010498,15-01-2025 07:57,15-01-2025 13:33,40:58.9,Medium,Closed,Payroll Sync Error,Email,C0366,A024,336,41.72,72,FALSE,FALSE,FALSE,3.1
T010499,27-12-2024 20:04,28-12-2024 00:42,04:22.0,Low,Closed,Login Issue,Phone,C0719,A039,278,1,168,FALSE,FALSE,FALSE,3.2
T010500,06-03-2025 13:25,06-03-2025 16:53,12:28.0,Medium,Closed,UI Bug,Email,C0528,A011,208,45.78,72,FALSE,FALSE,FALSE,3.1
T010501,09-10-2025 15:18,09-10-2025 17:48,44:28.3,Medium,Closed,UI Bug,Chat,C0400,A008,150,18.44,72,FALSE,FALSE,FALSE,2.6
T010502,06-06-2025 06:32,06-06-2025 08:21,57:13.0,Low,Closed,UI Bug,Phone,C0525,A025,109,22.41,168,FALSE,FALSE,FALSE,3.9
T010503,30-01-2025 00:10,30-01-2025 09:02,40:31.0,Low,Closed,API Failure,Portal,C0590,A002,532,11.51,168,FALSE,FALSE,FALSE,3.1
T010504,26-02-2025 05:47,26-02-2025 06:59,11:27.3,Low,Closed,API Failure,Chat,C0214,A010,72,6.39,168,FALSE,FALSE,FALSE,3.1
T010505,23-02-2025 13:17,23-02-2025 15:14,00:08.1,Medium,Closed,Integration Config,Email,C0341,A024,117,96.71,72,FALSE,FALSE,FALSE,2
T010506,12-11-2024 23:31,13-11-2024 01:15,04:22.3,Medium,Closed,Payroll Sync Error,Chat,C0329,A016,104,25.54,72,FALSE,FALSE,FALSE,3.6
T010507,08-10-2025 11:26,08-10-2025 14:20,10:36.1,Low,Closed,Payroll Sync Error,Chat,C0119,A019,174,4.74,168,FALSE,FALSE,FALSE,3.7
T010508,19-05-2025 17:13,20-05-2025 00:47,06:01.8,Low,Closed,Data Mismatch,Portal,C0425,A031,454,78.88,168,FALSE,FALSE,TRUE,3.5
T010509,12-07-2025 20:39,12-07-2025 23:06,50:30.7,Medium,Closed,Billing Query,Chat,C0693,A011,147,47.18,72,FALSE,FALSE,FALSE,3.7
T010510,22-09-2025 00:00,22-09-2025 00:03,44:44.8,Urgent,Closed,API Failure,Chat,C0373,A006,3,1.74,4,FALSE,FALSE,FALSE,5
T010511,25-11-2024 00:10,25-11-2024 00:55,23:50.9,High,Closed,Performance Issue,Chat,C0649,A006,45,23.22,24,FALSE,FALSE,FALSE,4.8
T010512,31-12-2024 13:32,31-12-2024 15:10,22:54.7,Medium,Closed,Login Issue,Email,C0179,A032,98,17.84,72,FALSE,FALSE,FALSE,3.6
T010513,15-03-2025 07:20,15-03-2025 10:03,56:04.5,Medium,Closed,Login Issue,Chat,C0432,A039,163,7.6,72,FALSE,FALSE,FALSE,4.2
T010514,07-09-2025 00:15,07-09-2025 01:03,44:14.6,High,Closed,UI Bug,Phone,C0720,A013,48,24.48,24,FALSE,FALSE,TRUE,4.6
T010515,12-07-2025 11:23,12-07-2025 15:17,23:58.4,Medium,Closed,Integration Config,Email,C0402,A003,234,89.01,72,FALSE,FALSE,FALSE,2.7
T010516,19-05-2025 21:37,20-05-2025 04:07,14:10.2,Low,Closed,API Failure,Chat,C0394,A035,390,20.62,168,FALSE,FALSE,FALSE,2.6
T010517,26-08-2025 08:53,26-08-2025 14:40,10:33.4,Medium,Closed,UI Bug,Email,C0566,A038,347,36.28,72,FALSE,FALSE,FALSE,2.6
T010518,31-05-2025 22:30,01-06-2025 07:16,30:46.0,Low,Closed,Login Issue,Portal,C0079,A017,526,1,168,FALSE,FALSE,FALSE,2.5
T010519,29-07-2025 01:33,29-07-2025 03:20,05:13.9,Medium,Closed,UI Bug,Portal,C0783,A003,107,3.52,72,FALSE,FALSE,FALSE,5
T010520,08-09-2025 16:27,08-09-2025 18:44,12:55.0,Medium,Closed,Payroll Sync Error,Phone,C0424,A034,137,24.77,72,FALSE,FALSE,FALSE,3.4
T010521,16-07-2025 06:32,16-07-2025 07:11,49:31.0,High,Closed,UI Bug,Phone,C0118,A012,39,39.28,24,FALSE,FALSE,TRUE,3.5
T010522,13-10-2025 17:08,14-10-2025 01:51,29:05.1,Low,Closed,UI Bug,Portal,C0368,A024,523,2.34,168,FALSE,FALSE,FALSE,3.4
T010523,24-05-2025 00:59,24-05-2025 04:24,53:07.2,Medium,Closed,Integration Config,Email,C0106,A006,205,41.89,72,FALSE,FALSE,FALSE,3.2
T010524,21-11-2024 10:38,21-11-2024 11:23,10:43.3,Medium,Closed,UI Bug,Email,C0105,A011,45,42.54,72,FALSE,FALSE,FALSE,4.9
T010525,29-03-2025 19:10,29-03-2025 22:07,45:56.0,Low,Closed,Data Mismatch,Chat,C0303,A027,177,16.59,168,FALSE,FALSE,FALSE,3.9
