ticket_id,api_error_type,error_code,request_method,response_time_ms,retry_count
T001929,500 Server Error,ERR_PAYLOAD,POST,608,1
T001623,500 Server Error,ERR_SCHEMA,GET,975,2
T008860,Timeout,ERR_RATE,POST,125,0
T005983,Rate Limit,ERR_500,GET,688,0
T008530,Timeout,ERR_TIMEOUT,DELETE,41,1
T006465,Auth Failure,ERR_PAYLOAD,POST,44,0
T007913,Rate Limit,ERR_RATE,PUT,925,0
T010863,Timeout,ERR_SCHEMA,POST,811,1
T006123,Payload Error,ERR_RATE,PUT,37,0
T004190,Auth Failure,ERR_PAYLOAD,PUT,731,0
T010108,Auth Failure,ERR_RATE,GET,197,0
T001117,Timeout,ERR_PAYLOAD,GET,545,1
T002010,Rate Limit,ERR_500,POST,103,0
T003124,Timeout,ERR_PAYLOAD,PUT,366,0
T006629,Timeout,ERR_AUTH,PUT,633,0
T001694,Payload Error,ERR_500,GET,481,0
T000658,500 Server Error,ERR_TIMEOUT,POST,131,0
T002462,Rate Limit,ERR_500,POST,25,2
T004605,Rate Limit,ERR_SCHEMA,PUT,572,0
T004265,Rate Limit,ERR_TIMEOUT,PUT,140,2
T005909,Schema Mismatch,ERR_PAYLOAD,GET,273,1
T004078,Schema Mismatch,ERR_500,GET,4,2
T003941,Auth Failure,ERR_AUTH,GET,1040,0
T001523,Timeout,ERR_TIMEOUT,POST,44,1
T006410,Schema Mismatch,ERR_500,GET,313,0
T000360,Auth Failure,ERR_PAYLOAD,GET,495,1
T002840,Schema Mismatch,ERR_500,PUT,34,0
T008252,Rate Limit,ERR_TIMEOUT,POST,253,0
T007406,Schema Mismatch,ERR_RATE,GET,983,0
T008476,Rate Limit,ERR_500,GET,719,1
T000300,Auth Failure,ERR_TIMEOUT,POST,95,0
T008070,Schema Mismatch,ERR_TIMEOUT,PUT,975,2
T007249,500 Server Error,ERR_500,POST,996,0
T008610,Payload Error,ERR_SCHEMA,DELETE,182,0
T010496,Timeout,ERR_PAYLOAD,DELETE,51,0
T009383,Rate Limit,ERR_PAYLOAD,GET,20,0
T005036,500 Server Error,ERR_RATE,GET,179,1
T000957,Timeout,ERR_RATE,PUT,231,0
T005042,Auth Failure,ERR_RATE,PUT,90,1
T007456,Payload Error,ERR_AUTH,GET,1,0
T005936,Timeout,ERR_RATE,GET,43,0
T007599,500 Server Error,ERR_PAYLOAD,GET,82,0
T006613,Timeout,ERR_500,GET,112,1
T009435,Timeout,ERR_SCHEMA,GET,161,1
T007677,Timeout,ERR_500,GET,379,3
T004889,Auth Failure,ERR_AUTH,GET,458,1
T006043,Timeout,ERR_TIMEOUT,POST,129,0
T004838,Auth Failure,ERR_PAYLOAD,GET,758,0
T002994,Rate Limit,ERR_RATE,PUT,57,0
T004266,Rate Limit,ERR_SCHEMA,PUT,116,0
T008354,Timeout,ERR_500,POST,45,0
T005172,Payload Error,ERR_SCHEMA,PUT,334,3
T006078,Auth Failure,ERR_AUTH,GET,73,0
T010614,Auth Failure,ERR_PAYLOAD,GET,342,0
T010899,Payload Error,ERR_PAYLOAD,GET,12,0
T010291,Auth Failure,ERR_SCHEMA,GET,69,0
T003219,Timeout,ERR_SCHEMA,POST,197,2
T009041,Timeout,ERR_RATE,PUT,449,0
T006381,500 Server Error,ERR_PAYLOAD,PUT,51,1
T004226,Timeout,ERR_TIMEOUT,GET,72,0
T008285,500 Server Error,ERR_AUTH,GET,282,0
T002385,Payload Error,ERR_SCHEMA,POST,508,0
T001226,Rate Limit,ERR_PAYLOAD,GET,247,1
T009200,Rate Limit,ERR_RATE,POST,286,0
T004150,Timeout,ERR_RATE,GET,1180,0
T009950,500 Server Error,ERR_SCHEMA,GET,473,1
T002731,Schema Mismatch,ERR_RATE,GET,184,0
T001464,Timeout,ERR_PAYLOAD,POST,27,0
T004285,Timeout,ERR_TIMEOUT,POST,641,0
T000629,Auth Failure,ERR_AUTH,GET,498,2
T002820,Payload Error,ERR_PAYLOAD,PUT,167,1
T004594,Timeout,ERR_AUTH,POST,484,1
T006078,Auth Failure,ERR_500,GET,390,0
T005730,Timeout,ERR_PAYLOAD,POST,66,1
T001523,Schema Mismatch,ERR_SCHEMA,GET,57,2
T000347,Timeout,ERR_AUTH,DELETE,456,1
T006497,Auth Failure,ERR_AUTH,POST,246,0
T004944,Rate Limit,ERR_SCHEMA,GET,177,0
T004487,Timeout,ERR_500,GET,138,1
T001661,Auth Failure,ERR_TIMEOUT,PUT,380,0
T010006,Auth Failure,ERR_500,POST,154,0
T002820,Payload Error,ERR_TIMEOUT,GET,3,1
T000989,500 Server Error,ERR_500,POST,112,1
T005735,Schema Mismatch,ERR_PAYLOAD,POST,707,1
T010897,Auth Failure,ERR_TIMEOUT,POST,138,1
T010073,Payload Error,ERR_PAYLOAD,PUT,12,1
T000067,Payload Error,ERR_500,GET,392,2
T004575,Timeout,ERR_AUTH,POST,96,0
T005703,Rate Limit,ERR_SCHEMA,POST,18,0
T000671,Schema Mismatch,ERR_SCHEMA,DELETE,480,0
T004135,Payload Error,ERR_TIMEOUT,POST,1,0
T007486,500 Server Error,ERR_500,GET,52,0
T006970,Rate Limit,ERR_AUTH,GET,66,0
T010644,500 Server Error,ERR_PAYLOAD,POST,350,0
T007983,Payload Error,ERR_PAYLOAD,DELETE,35,0
T006348,Rate Limit,ERR_500,GET,366,0
T000926,500 Server Error,ERR_RATE,POST,114,1
T010200,Timeout,ERR_SCHEMA,POST,215,0
T005662,Auth Failure,ERR_TIMEOUT,PUT,508,0
T007203,Timeout,ERR_AUTH,POST,175,0
T005605,500 Server Error,ERR_500,GET,50,0
T010990,Timeout,ERR_RATE,GET,44,2
T001623,Timeout,ERR_AUTH,POST,145,1
T007612,Auth Failure,ERR_500,POST,50,2
T010108,Rate Limit,ERR_RATE,GET,298,0
T002395,Timeout,ERR_RATE,POST,272,0
T009776,Auth Failure,ERR_AUTH,GET,372,1
T000212,Rate Limit,ERR_TIMEOUT,PUT,278,0
T000750,Timeout,ERR_SCHEMA,GET,133,1
T005152,Auth Failure,ERR_500,GET,272,2
T001339,Auth Failure,ERR_PAYLOAD,GET,600,0
T002157,500 Server Error,ERR_SCHEMA,POST,12,3
T009164,Timeout,ERR_RATE,POST,28,1
T002546,Rate Limit,ERR_500,GET,1148,0
T001746,Auth Failure,ERR_RATE,POST,438,0
T000242,500 Server Error,ERR_SCHEMA,GET,22,0
T001760,Schema Mismatch,ERR_AUTH,POST,843,0
T009467,Payload Error,ERR_SCHEMA,POST,855,0
T003983,Rate Limit,ERR_500,PUT,340,1
T005373,Payload Error,ERR_SCHEMA,POST,754,1
T008467,500 Server Error,ERR_PAYLOAD,GET,125,0
T009240,Timeout,ERR_AUTH,PUT,155,0
T006698,500 Server Error,ERR_AUTH,POST,174,0
T000191,Rate Limit,ERR_PAYLOAD,GET,742,0
T010150,Timeout,ERR_RATE,PUT,848,3
T008471,Schema Mismatch,ERR_500,PUT,271,0
T010805,Payload Error,ERR_PAYLOAD,GET,707,2
T003101,500 Server Error,ERR_SCHEMA,POST,581,2
T007590,Schema Mismatch,ERR_AUTH,POST,165,3
T007431,Schema Mismatch,ERR_TIMEOUT,PUT,364,0
T009689,Rate Limit,ERR_AUTH,GET,61,1
T005159,Rate Limit,ERR_RATE,POST,48,2
T006920,Payload Error,ERR_PAYLOAD,POST,340,1
T005347,Rate Limit,ERR_500,GET,171,0
T008917,Timeout,ERR_SCHEMA,GET,357,0
T009025,500 Server Error,ERR_SCHEMA,GET,474,0
T006142,Rate Limit,ERR_SCHEMA,GET,163,0
T000804,Timeout,ERR_RATE,POST,907,0
T005282,Schema Mismatch,ERR_RATE,GET,739,1
T005131,Timeout,ERR_AUTH,DELETE,30,0
T008900,Schema Mismatch,ERR_SCHEMA,GET,43,1
T000160,Rate Limit,ERR_RATE,POST,42,0
T001819,Rate Limit,ERR_TIMEOUT,GET,225,0
T008471,Auth Failure,ERR_PAYLOAD,PUT,190,0
T007400,Schema Mismatch,ERR_AUTH,DELETE,645,0
T010106,Timeout,ERR_SCHEMA,DELETE,138,1
T003484,Payload Error,ERR_500,GET,182,1
T003320,Timeout,ERR_AUTH,POST,635,0
T000191,Schema Mismatch,ERR_AUTH,PUT,241,0
T006619,Schema Mismatch,ERR_SCHEMA,GET,275,1
T000160,Auth Failure,ERR_AUTH,GET,37,1
T001924,Rate Limit,ERR_500,GET,9,0
T010130,Payload Error,ERR_500,GET,466,0
T003951,Auth Failure,ERR_TIMEOUT,POST,102,0
T000944,Timeout,ERR_500,POST,208,0
T003416,Schema Mismatch,ERR_SCHEMA,GET,563,0
T004023,Timeout,ERR_PAYLOAD,GET,155,0
T006124,Timeout,ERR_RATE,GET,805,3
T002908,Timeout,ERR_500,GET,337,0
T007563,Rate Limit,ERR_AUTH,GET,18,2
T004275,Auth Failure,ERR_PAYLOAD,PUT,39,0
T006769,Rate Limit,ERR_PAYLOAD,PUT,503,2
T006968,500 Server Error,ERR_AUTH,POST,1419,1
T006962,Rate Limit,ERR_TIMEOUT,POST,55,0
T008445,Schema Mismatch,ERR_SCHEMA,DELETE,243,2
T008352,Timeout,ERR_500,POST,167,1
T006860,Schema Mismatch,ERR_SCHEMA,POST,133,0
T002840,Rate Limit,ERR_500,PUT,398,0
T002518,Timeout,ERR_TIMEOUT,POST,5,0
T001825,Payload Error,ERR_TIMEOUT,GET,343,0
T002044,Timeout,ERR_AUTH,GET,39,0
T010817,500 Server Error,ERR_500,POST,151,0
T010732,Auth Failure,ERR_RATE,POST,145,0
T006339,Timeout,ERR_500,DELETE,115,0
T006505,Payload Error,ERR_PAYLOAD,POST,912,0
T005716,Auth Failure,ERR_500,GET,316,0
T002793,Rate Limit,ERR_RATE,DELETE,150,0
T001862,500 Server Error,ERR_PAYLOAD,GET,37,1
T009689,Rate Limit,ERR_SCHEMA,POST,32,1
T005173,500 Server Error,ERR_RATE,GET,358,1
T004312,Rate Limit,ERR_SCHEMA,GET,56,0
T004955,Auth Failure,ERR_SCHEMA,POST,345,1
T006064,500 Server Error,ERR_AUTH,GET,939,0
T006433,Timeout,ERR_PAYLOAD,GET,406,0
T006648,Schema Mismatch,ERR_TIMEOUT,GET,182,2
T010150,Auth Failure,ERR_TIMEOUT,GET,318,0
T002491,Timeout,ERR_RATE,GET,46,1
T003681,Rate Limit,ERR_PAYLOAD,GET,151,0
T006052,Auth Failure,ERR_SCHEMA,GET,229,0
T002994,Timeout,ERR_AUTH,GET,121,3
T003543,500 Server Error,ERR_PAYLOAD,PUT,249,0
T005604,Rate Limit,ERR_500,DELETE,54,1
T006252,Rate Limit,ERR_AUTH,GET,465,2
T008758,Rate Limit,ERR_AUTH,GET,137,0
T010295,Rate Limit,ERR_500,POST,75,0
T009253,Schema Mismatch,ERR_500,PUT,204,1
T006123,Auth Failure,ERR_AUTH,GET,277,0
T005203,Rate Limit,ERR_PAYLOAD,GET,211,1
T000760,500 Server Error,ERR_500,GET,20,0
T006209,Timeout,ERR_SCHEMA,DELETE,121,1
T009279,500 Server Error,ERR_TIMEOUT,PUT,71,0
T010220,Auth Failure,ERR_TIMEOUT,GET,481,0
T003143,Payload Error,ERR_500,POST,1006,0
T000886,Auth Failure,ERR_PAYLOAD,POST,330,0
T008696,500 Server Error,ERR_500,GET,782,2
T002877,Rate Limit,ERR_AUTH,POST,498,2
T000797,500 Server Error,ERR_TIMEOUT,PUT,16,1
T009167,Payload Error,ERR_PAYLOAD,PUT,536,0
T005244,Timeout,ERR_SCHEMA,GET,369,0
T005537,Auth Failure,ERR_AUTH,POST,86,1
T008152,Auth Failure,ERR_500,POST,116,0
T001788,Timeout,ERR_PAYLOAD,POST,429,0
T001594,Schema Mismatch,ERR_TIMEOUT,PUT,798,0
T003644,Rate Limit,ERR_SCHEMA,GET,70,0
T004323,Timeout,ERR_PAYLOAD,POST,440,0
T009885,Rate Limit,ERR_500,GET,402,1
T010595,Payload Error,ERR_RATE,GET,461,0
T009166,Timeout,ERR_TIMEOUT,PUT,206,0
T002045,Rate Limit,ERR_SCHEMA,PUT,11,0
T008975,Timeout,ERR_RATE,GET,43,2
T009930,Payload Error,ERR_SCHEMA,GET,165,2
T003464,Timeout,ERR_TIMEOUT,GET,384,1
T005653,Rate Limit,ERR_PAYLOAD,GET,531,0
T008886,Timeout,ERR_SCHEMA,GET,471,2
T008007,Timeout,ERR_500,GET,356,2
T002397,500 Server Error,ERR_AUTH,GET,524,0
T002227,Timeout,ERR_SCHEMA,GET,252,0
T004354,Timeout,ERR_AUTH,POST,0,0
T004218,Schema Mismatch,ERR_500,POST,299,0
T000116,Rate Limit,ERR_TIMEOUT,POST,598,0
T001865,Auth Failure,ERR_500,PUT,209,0
T010517,500 Server Error,ERR_RATE,PUT,292,0
T008091,Schema Mismatch,ERR_PAYLOAD,GET,619,0
T001439,Auth Failure,ERR_RATE,PUT,666,0
T005737,Rate Limit,ERR_RATE,PUT,400,0
T001983,Rate Limit,ERR_SCHEMA,GET,90,0
T007378,Timeout,ERR_TIMEOUT,GET,28,0
T010789,Rate Limit,ERR_500,PUT,98,0
T008908,Rate Limit,ERR_PAYLOAD,DELETE,1151,1
T008150,Rate Limit,ERR_TIMEOUT,POST,211,0
T002388,Rate Limit,ERR_500,GET,490,0
T009345,Timeout,ERR_AUTH,POST,89,0
T009737,Rate Limit,ERR_AUTH,GET,575,1
T001175,Rate Limit,ERR_TIMEOUT,POST,112,0
T007177,Schema Mismatch,ERR_TIMEOUT,GET,1067,1
T009288,Auth Failure,ERR_RATE,GET,257,0
T009904,500 Server Error,ERR_PAYLOAD,PUT,648,0
T003890,500 Server Error,ERR_PAYLOAD,POST,0,0
T003132,500 Server Error,ERR_500,GET,124,0
T010065,Rate Limit,ERR_500,POST,145,1
T003124,Rate Limit,ERR_500,DELETE,323,0
T003997,Payload Error,ERR_AUTH,GET,234,2
T001695,Timeout,ERR_RATE,GET,338,2
T008619,Timeout,ERR_TIMEOUT,POST,170,0
T000745,Rate Limit,ERR_500,PUT,91,0
T008375,500 Server Error,ERR_500,PUT,887,1
T001856,Timeout,ERR_RATE,POST,70,0
T002380,Payload Error,ERR_PAYLOAD,POST,553,0
T000080,Rate Limit,ERR_500,POST,692,1
T001288,Auth Failure,ERR_PAYLOAD,POST,96,0
T008083,Timeout,ERR_PAYLOAD,POST,262,0
T010896,Rate Limit,ERR_500,GET,402,1
T002138,500 Server Error,ERR_PAYLOAD,POST,624,0
T002477,Auth Failure,ERR_500,GET,536,2
T002067,Rate Limit,ERR_TIMEOUT,POST,510,1
T003531,Timeout,ERR_RATE,GET,21,1
T003396,Auth Failure,ERR_500,POST,1132,3
T005761,500 Server Error,ERR_500,POST,221,0
T010780,Schema Mismatch,ERR_500,GET,110,0
T005747,Rate Limit,ERR_PAYLOAD,GET,65,1
T002821,Rate Limit,ERR_SCHEMA,GET,974,0
T004538,Payload Error,ERR_TIMEOUT,GET,18,0
T000209,Timeout,ERR_TIMEOUT,POST,798,1
T006648,Payload Error,ERR_AUTH,GET,72,0
T005703,Payload Error,ERR_TIMEOUT,GET,1124,0
T007356,500 Server Error,ERR_AUTH,PUT,12,0
T004286,Timeout,ERR_RATE,GET,42,1
T007253,Schema Mismatch,ERR_AUTH,GET,3,0
T006262,Rate Limit,ERR_AUTH,PUT,3,0
T004813,Timeout,ERR_TIMEOUT,GET,778,0
T004208,Rate Limit,ERR_SCHEMA,POST,436,0
T008713,Rate Limit,ERR_AUTH,PUT,678,0
T010899,Timeout,ERR_TIMEOUT,POST,9,1
T010705,Rate Limit,ERR_SCHEMA,PUT,20,0
T008285,Rate Limit,ERR_500,POST,1520,2
T009552,500 Server Error,ERR_TIMEOUT,PUT,202,0
T005352,Schema Mismatch,ERR_500,GET,43,0
T000333,Rate Limit,ERR_SCHEMA,DELETE,176,1
T005576,Auth Failure,ERR_AUTH,POST,33,3
T005370,500 Server Error,ERR_AUTH,POST,1192,2
T007285,Timeout,ERR_AUTH,GET,380,0
T001761,Timeout,ERR_PAYLOAD,GET,66,3
T000202,500 Server Error,ERR_RATE,GET,247,0
T003958,Payload Error,ERR_SCHEMA,PUT,386,0
T000804,Payload Error,ERR_SCHEMA,POST,403,1
T001336,Payload Error,ERR_TIMEOUT,POST,107,0
T005563,Auth Failure,ERR_RATE,PUT,23,0
T003236,Rate Limit,ERR_AUTH,PUT,635,1
T003480,Rate Limit,ERR_SCHEMA,POST,801,2
T005781,Timeout,ERR_TIMEOUT,PUT,234,1
T009828,Timeout,ERR_TIMEOUT,PUT,599,0
T000478,Payload Error,ERR_AUTH,GET,233,0
T007658,Timeout,ERR_RATE,GET,90,2
T001981,500 Server Error,ERR_500,GET,321,2
T009200,Auth Failure,ERR_RATE,GET,250,2
T004551,Timeout,ERR_RATE,GET,710,1
T006698,Payload Error,ERR_500,POST,852,0
T000985,Auth Failure,ERR_500,PUT,173,0
T002947,500 Server Error,ERR_500,GET,57,0
T010995,Rate Limit,ERR_AUTH,POST,463,0
T000997,Payload Error,ERR_SCHEMA,PUT,79,1
T010661,Rate Limit,ERR_PAYLOAD,POST,262,0
T008989,500 Server Error,ERR_AUTH,PUT,331,0
T009616,Rate Limit,ERR_PAYLOAD,PUT,567,0
T008069,500 Server Error,ERR_RATE,GET,69,0
T005110,Timeout,ERR_RATE,PUT,540,0
T002429,Auth Failure,ERR_RATE,POST,214,0
T005152,Auth Failure,ERR_SCHEMA,DELETE,227,1
T003492,Timeout,ERR_500,GET,824,0
T002990,Payload Error,ERR_SCHEMA,POST,143,3
T000569,Auth Failure,ERR_TIMEOUT,PUT,9,2
T009569,500 Server Error,ERR_TIMEOUT,GET,92,1
T000358,Rate Limit,ERR_500,GET,436,1
T008955,Payload Error,ERR_SCHEMA,GET,569,0
T009906,500 Server Error,ERR_500,GET,209,1
T003304,500 Server Error,ERR_RATE,PUT,188,0
T007656,Rate Limit,ERR_PAYLOAD,GET,130,2
T002929,Auth Failure,ERR_TIMEOUT,GET,529,0
T006624,Rate Limit,ERR_AUTH,GET,161,1
T007821,Rate Limit,ERR_500,GET,85,1
T004807,Timeout,ERR_AUTH,PUT,386,0
T008687,Timeout,ERR_500,GET,218,0
T007154,Auth Failure,ERR_TIMEOUT,POST,24,0
T001439,Auth Failure,ERR_PAYLOAD,PUT,341,2
T003612,Timeout,ERR_SCHEMA,POST,158,3
T000565,Rate Limit,ERR_TIMEOUT,POST,575,1
T005287,Rate Limit,ERR_RATE,POST,864,0
T002947,Schema Mismatch,ERR_AUTH,POST,1009,0
T004433,Timeout,ERR_RATE,POST,1351,0
T004944,Payload Error,ERR_AUTH,PUT,581,0
T007970,500 Server Error,ERR_SCHEMA,PUT,136,2
T000057,500 Server Error,ERR_TIMEOUT,POST,89,1
T002780,Payload Error,ERR_500,GET,67,1
T008955,Schema Mismatch,ERR_AUTH,POST,402,0
T004276,Rate Limit,ERR_SCHEMA,GET,306,0
T004862,Payload Error,ERR_RATE,GET,257,0
T005765,Timeout,ERR_AUTH,POST,159,0
T001954,Timeout,ERR_AUTH,GET,441,1
T010828,Auth Failure,ERR_SCHEMA,GET,156,2
T000594,Timeout,ERR_SCHEMA,GET,178,0
T004679,Timeout,ERR_PAYLOAD,PUT,122,2
T002921,Schema Mismatch,ERR_SCHEMA,POST,189,1
T001904,500 Server Error,ERR_AUTH,GET,39,0
T001059,500 Server Error,ERR_AUTH,POST,750,0
T004298,Rate Limit,ERR_AUTH,PUT,417,0
T004197,Timeout,ERR_PAYLOAD,POST,247,0
T001432,Timeout,ERR_500,GET,602,0
T001008,Rate Limit,ERR_SCHEMA,GET,45,0
T009224,500 Server Error,ERR_SCHEMA,GET,43,0
T006534,Rate Limit,ERR_PAYLOAD,GET,443,1
T008860,Rate Limit,ERR_AUTH,GET,143,0
T001892,Timeout,ERR_PAYLOAD,GET,453,0
T003612,Rate Limit,ERR_TIMEOUT,GET,477,0
T001485,Rate Limit,ERR_TIMEOUT,DELETE,737,1
T010829,Auth Failure,ERR_PAYLOAD,POST,114,2
T003543,500 Server Error,ERR_RATE,GET,16,0
T000001,500 Server Error,ERR_AUTH,GET,198,0
T008720,Schema Mismatch,ERR_AUTH,DELETE,25,0
T009610,Rate Limit,ERR_AUTH,GET,217,1
T004530,Timeout,ERR_SCHEMA,GET,610,0
T008551,Schema Mismatch,ERR_TIMEOUT,GET,230,0
T010073,Rate Limit,ERR_500,GET,61,0
T004604,Schema Mismatch,ERR_AUTH,POST,76,0
T008713,Rate Limit,ERR_TIMEOUT,GET,611,0
T009081,Auth Failure,ERR_SCHEMA,GET,560,0
T004530,Timeout,ERR_SCHEMA,GET,186,1
T010348,Timeout,ERR_AUTH,DELETE,430,0
T010992,Timeout,ERR_PAYLOAD,GET,4,1
T005059,Rate Limit,ERR_500,PUT,602,0
T008882,Rate Limit,ERR_TIMEOUT,POST,65,1
T008619,Schema Mismatch,ERR_RATE,POST,81,0
T000566,Auth Failure,ERR_TIMEOUT,GET,234,1
T002044,Timeout,ERR_TIMEOUT,DELETE,186,2
T004150,Auth Failure,ERR_500,POST,45,2
T007604,Payload Error,ERR_500,PUT,361,2
T009673,Payload Error,ERR_SCHEMA,POST,258,2
T001173,Timeout,ERR_TIMEOUT,GET,714,2
T010332,Schema Mismatch,ERR_500,POST,1006,1
T003647,Auth Failure,ERR_500,GET,149,0
T003666,Auth Failure,ERR_PAYLOAD,GET,144,0
T008850,Auth Failure,ERR_TIMEOUT,GET,576,0
T006888,500 Server Error,ERR_TIMEOUT,GET,38,0
T009552,Schema Mismatch,ERR_TIMEOUT,PUT,10,2
T002518,500 Server Error,ERR_SCHEMA,GET,5,3
T008724,Timeout,ERR_AUTH,POST,917,0
T010291,500 Server Error,ERR_AUTH,PUT,174,0
T005351,500 Server Error,ERR_AUTH,GET,307,0
T001761,Rate Limit,ERR_AUTH,POST,43,0
T006252,Timeout,ERR_SCHEMA,GET,12,0
T009247,Rate Limit,ERR_TIMEOUT,PUT,651,0
T010360,Timeout,ERR_PAYLOAD,DELETE,403,3
T000209,Auth Failure,ERR_TIMEOUT,GET,422,1
T004899,500 Server Error,ERR_RATE,GET,188,3
T006713,Auth Failure,ERR_500,GET,294,0
T000081,Timeout,ERR_TIMEOUT,DELETE,291,0
T009117,Timeout,ERR_TIMEOUT,GET,1342,3
T001384,500 Server Error,ERR_PAYLOAD,GET,189,0
T005730,Auth Failure,ERR_RATE,POST,150,0
T008858,Schema Mismatch,ERR_PAYLOAD,POST,371,1
T006826,500 Server Error,ERR_RATE,POST,347,1
T003474,Auth Failure,ERR_PAYLOAD,GET,274,2
T008074,Auth Failure,ERR_SCHEMA,PUT,148,1
T008871,Timeout,ERR_AUTH,POST,176,3
T001075,500 Server Error,ERR_500,PUT,85,1
T000056,Rate Limit,ERR_500,GET,80,0
T010449,Payload Error,ERR_SCHEMA,GET,593,1
T006720,Auth Failure,ERR_AUTH,GET,73,0
T005040,Auth Failure,ERR_RATE,POST,561,0
T004617,Rate Limit,ERR_RATE,GET,59,0
T000580,500 Server Error,ERR_TIMEOUT,GET,235,0
T000808,Payload Error,ERR_TIMEOUT,GET,193,2
T006860,Schema Mismatch,ERR_500,PUT,433,0
T003890,Timeout,ERR_PAYLOAD,DELETE,654,1
T002224,Payload Error,ERR_SCHEMA,GET,87,3
T003835,Timeout,ERR_RATE,PUT,182,1
T010002,Schema Mismatch,ERR_SCHEMA,GET,60,1
T008144,Timeout,ERR_RATE,GET,125,0
T007518,Auth Failure,ERR_500,GET,85,0
T001484,Schema Mismatch,ERR_PAYLOAD,GET,1016,1
T001124,Timeout,ERR_RATE,GET,172,0
T002136,Payload Error,ERR_SCHEMA,POST,94,0
T003790,Payload Error,ERR_RATE,PUT,33,1
T007361,Auth Failure,ERR_500,POST,128,3
T003612,Rate Limit,ERR_500,POST,694,1
T009146,Timeout,ERR_RATE,GET,371,2
T010969,Timeout,ERR_RATE,POST,44,0
T004009,Auth Failure,ERR_PAYLOAD,POST,3,0
T010972,Schema Mismatch,ERR_AUTH,PUT,278,0
T009548,500 Server Error,ERR_RATE,GET,953,1
T009383,Rate Limit,ERR_500,PUT,100,0
T007194,Schema Mismatch,ERR_TIMEOUT,GET,142,0
T006349,500 Server Error,ERR_AUTH,GET,512,1
T010930,Schema Mismatch,ERR_SCHEMA,GET,141,0
T010576,Rate Limit,ERR_SCHEMA,DELETE,231,0
T009532,Timeout,ERR_SCHEMA,DELETE,10,0
T007754,Auth Failure,ERR_TIMEOUT,DELETE,341,1
T004661,Auth Failure,ERR_AUTH,GET,5,1
T004813,500 Server Error,ERR_TIMEOUT,GET,138,1
T005961,Auth Failure,ERR_500,GET,26,0
T010618,Rate Limit,ERR_RATE,DELETE,14,1
T006738,Auth Failure,ERR_TIMEOUT,POST,1,0
T006931,Rate Limit,ERR_500,POST,6,1
T000331,Timeout,ERR_AUTH,GET,266,0
T008977,Rate Limit,ERR_500,DELETE,5,0
T010838,Rate Limit,ERR_SCHEMA,POST,23,3
T004727,Timeout,ERR_500,POST,158,1
T000116,Timeout,ERR_SCHEMA,POST,156,1
T006676,Timeout,ERR_AUTH,GET,91,2
T004433,Timeout,ERR_TIMEOUT,GET,327,3
T001634,Timeout,ERR_AUTH,GET,20,0
T000360,Auth Failure,ERR_AUTH,POST,101,0
T003440,Auth Failure,ERR_PAYLOAD,PUT,356,1
