ticket_id,created_at,first_response_at,resolved_at,priority,status,issue_type,channel,customer_id,agent_id,first_response_mins,resolution_time_hours,sla_hours,sla_breached,reopened,escalated,csat,created_date,created_hour,created_weekday,agent_name,team,experience_years,customer_size,customer_segment,year_month
T007667,2025-01-29 09:17:27,2025-01-29 12:22:27,2025-01-31 02:46:57.468404,Medium,Closed,Payroll Sync Error,Chat,C0360,A013,185.0,41.49179677888889,72,0,False,False,3.9,2025-01-29,9,Wednesday,Agent_13,Integration,6.6,Small,HR,2025-01
T007668,2025-01-15 16:59:33,2025-01-15 17:01:33,2025-01-15 17:59:33.000000,Urgent,Closed,Permission Issue,Email,C0064,A002,2.0,1.0,4,0,False,False,4.0,2025-01-15,16,Wednesday,Agent_2,Escalations,2.4,Small,E-commerce,2025-01
T007669,2025-08-14 18:13:35,2025-08-14 20:35:35,2025-08-15 07:48:57.692082,Low,Closed,Login Issue,Email,C0765,A026,142.0,13.589636689444445,168,0,False,False,3.7,2025-08-14,18,Thursday,Agent_26,Tier 2,2.6,Small,Retail,2025-08
T007670,2025-10-04 22:15:27,2025-10-05 04:08:27,2025-10-05 00:11:03.379660,Low,Closed,Api Failure,Email,C0774,A015,353.0,1.9267721277777776,168,0,False,False,4.4,2025-10-04,22,Saturday,Agent_15,Tier 1,2.8,Large,Education,2025-10
T007671,2025-01-01 01:30:20,2025-01-01 03:10:20,2025-01-01 20:51:46.281195,Medium,Closed,Payroll Sync Error,Phone,C0624,A010,100.0,19.357300331944444,72,0,False,False,4.3,2025-01-01,1,Wednesday,Agent_10,Tier 2,1.4,Small,Education,2025-01
T007672,2025-02-12 05:22:42,2025-02-12 08:58:42,2025-02-12 06:22:42.000000,Low,Closed,Performance Issue,Email,C0102,A022,216.0,1.0,168,0,False,False,3.4,2025-02-12,5,Wednesday,Agent_22,Tier 1,1.6,Small,E-commerce,2025-02
T007673,2025-08-10 14:21:54,2025-08-11 02:44:54,2025-08-10 16:38:16.506274,Low,Closed,Login Issue,Portal,C0561,A040,743.0,2.2729184094444443,168,0,False,False,3.4,2025-08-10,14,Sunday,Agent_40,Tier 1,1.2,Small,Education,2025-08
T007674,2025-03-24 23:23:35,2025-03-25 07:48:35,2025-03-29 09:57:44.786171,Low,Closed,Integration Config,Email,C0277,A025,505.0,106.56938504749999,168,0,False,False,2.1,2025-03-24,23,Monday,Agent_25,Tier 1,1.7,Small,Education,2025-03
T007675,2025-08-08 22:36:52,2025-08-09 10:52:52,2025-08-09 08:39:46.251098,Low,Closed,Payroll Sync Error,Portal,C0227,A015,736.0,10.048403082777778,168,0,False,False,2.8,2025-08-08,22,Friday,Agent_15,Tier 1,2.8,Medium,Retail,2025-08
T007676,2025-03-12 23:12:25,2025-03-13 00:55:25,2025-03-14 15:02:25.843705,Medium,Closed,Permission Issue,Chat,C0023,A013,103.0,39.83356769583334,72,0,False,False,3.5,2025-03-12,23,Wednesday,Agent_13,Integration,6.6,Small,Retail,2025-03
T007677,2024-12-30 01:48:58,2024-12-30 02:44:58,2024-12-30 02:48:58.000000,High,Closed,Api Failure,Email,C0697,A008,56.0,1.0,24,0,False,False,4.2,2024-12-30,1,Monday,Agent_8,Integration,2.5,Small,HR,2024-12
T007678,2025-04-22 07:13:01,2025-04-22 07:42:01,2025-04-22 16:23:14.816628,High,Closed,Payroll Sync Error,Email,C0064,A021,29.0,9.17050461888889,24,0,False,False,3.6,2025-04-22,7,Tuesday,Agent_21,Tier 2,2.0,Small,E-commerce,2025-04
T007679,2025-09-04 14:42:14,2025-09-04 22:36:14,2025-09-06 14:48:32.945297,Low,Closed,Integration Config,Portal,C0157,A021,474.0,48.105262582499996,168,0,False,False,2.8,2025-09-04,14,Thursday,Agent_21,Tier 2,2.0,Small,Healthcare,2025-09
T007680,2025-02-22 10:09:56,2025-02-22 14:41:56,2025-02-23 22:00:16.022326,Medium,Closed,Payroll Sync Error,Portal,C0795,A022,272.0,35.83889509055556,72,0,False,False,3.5,2025-02-22,10,Saturday,Agent_22,Tier 1,1.6,Small,Education,2025-02
T007681,2025-10-05 06:39:51,2025-10-05 10:24:51,2025-10-06 12:58:51.011454,Medium,Closed,Ui Bug,Portal,C0390,A033,225.0,30.316669848333333,72,0,False,False,4.2,2025-10-05,6,Sunday,Agent_33,Tier 1,1.0,Enterprise,Education,2025-10
T007682,2024-11-01 07:21:45,2024-11-01 11:12:45,2024-11-01 08:21:45.000000,Medium,Closed,Login Issue,Email,C0149,A027,231.0,1.0,72,0,False,False,3.9,2024-11-01,7,Friday,Agent_27,Tier 1,1.3,Large,Retail,2024-11
T007683,2025-10-01 04:09:13,2025-10-01 04:19:13,2025-10-03 07:20:52.549132,Urgent,Closed,Integration Config,Email,C0363,A040,10.0,51.19431920333333,4,0,False,False,3.4,2025-10-01,4,Wednesday,Agent_40,Tier 1,1.2,Small,Retail,2025-10
T007684,2025-04-25 02:07:47,2025-04-25 02:38:47,2025-04-25 09:03:19.917036,High,Closed,Api Failure,Email,C0681,A022,31.0,6.925810287777778,24,0,False,True,4.7,2025-04-25,2,Friday,Agent_22,Tier 1,1.6,Small,HR,2025-04
T007685,2025-04-05 05:41:53,2025-04-05 11:39:53,2025-04-05 17:04:56.945380,Low,Closed,Login Issue,Email,C0464,A030,358.0,11.38442927222222,168,0,False,False,3.1,2025-04-05,5,Saturday,Agent_30,Tier 1,9.7,Medium,Education,2025-04
T007686,2025-10-21 07:37:38,2025-10-21 08:51:38,2025-10-22 00:45:00.823513,High,Closed,Integration Config,Email,C0645,A009,74.0,17.12300653138889,24,0,False,False,5.0,2025-10-21,7,Tuesday,Agent_9,Tier 2,2.6,Medium,Retail,2025-10
T007687,2025-06-02 06:46:31,2025-06-02 09:25:31,2025-06-02 14:50:55.251626,Low,Closed,Login Issue,Chat,C0399,A035,159.0,8.073403229444445,168,0,False,False,4.4,2025-06-02,6,Monday,Agent_35,Escalations,3.5,Enterprise,Healthcare,2025-06
T007688,2025-05-01 03:01:50,2025-05-01 04:38:50,2025-05-02 06:01:49.188072,Medium,Closed,Data Mismatch,Chat,C0405,A018,97.0,26.999774464444446,72,0,False,False,3.7,2025-05-01,3,Thursday,Agent_18,Tier 2,1.4,Medium,Retail,2025-05
T007689,2025-09-09 23:29:14,2025-09-10 02:43:14,2025-09-12 12:17:47.349574,Low,Closed,Data Mismatch,Phone,C0132,A005,194.0,60.80926377055555,168,0,False,False,3.5,2025-09-09,23,Tuesday,Agent_5,Tier 1,1.6,Medium,Education,2025-09
T007690,2025-05-16 15:17:00,2025-05-16 16:59:00,2025-05-17 18:05:41.647825,Medium,Closed,Performance Issue,Email,C0197,A027,102.0,26.811568840277776,72,0,False,False,3.6,2025-05-16,15,Friday,Agent_27,Tier 1,1.3,Medium,E-commerce,2025-05
T007691,2025-08-03 18:45:21,2025-08-04 05:39:21,2025-08-05 06:51:47.738222,Low,Closed,Payroll Sync Error,Email,C0647,A006,654.0,36.10742728388889,168,0,False,False,2.6,2025-08-03,18,Sunday,Agent_6,Tier 1,3.2,Small,Education,2025-08
T007692,2025-02-12 04:52:56,2025-02-12 13:04:56,2025-02-13 17:50:32.790500,Low,Closed,Data Mismatch,Email,C0035,A032,492.0,36.960219583333334,168,0,False,False,2.8,2025-02-12,4,Wednesday,Agent_32,Tier 1,1.4,Medium,Education,2025-02
T007693,2025-05-25 10:40:31,2025-05-25 22:10:31,2025-05-25 11:40:31.000000,Low,Closed,Api Failure,Portal,C0420,A008,690.0,1.0,168,0,False,False,4.3,2025-05-25,10,Sunday,Agent_8,Integration,2.5,Enterprise,FinTech,2025-05
T007694,2025-05-20 18:04:03,2025-05-20 18:15:03,2025-05-21 05:04:13.384550,Urgent,Closed,Api Failure,Portal,C0377,A039,11.0,11.002884597222224,4,0,False,True,3.5,2025-05-20,18,Tuesday,Agent_39,Tier 2,1.9,Small,FinTech,2025-05
T007695,2025-03-05 03:23:36,2025-03-05 14:45:36,2025-03-07 20:34:51.648799,Low,Closed,Ui Bug,Email,C0399,A021,682.0,65.18768022194445,168,0,False,False,2.5,2025-03-05,3,Wednesday,Agent_21,Tier 2,2.0,Enterprise,Healthcare,2025-03
T007696,2025-08-18 13:04:33,2025-08-18 19:16:33,2025-08-20 00:08:59.384855,Low,Closed,Payroll Sync Error,Chat,C0220,A018,372.0,35.07399579305555,168,0,False,False,3.3,2025-08-18,13,Monday,Agent_18,Tier 2,1.4,Small,Healthcare,2025-08
T007697,2024-11-15 16:07:13,2024-11-15 18:04:13,2024-11-16 03:41:30.327378,Medium,Closed,Ui Bug,Email,C0697,A014,117.0,11.571479827222223,72,0,False,False,4.4,2024-11-15,16,Friday,Agent_14,Tier 1,5.5,Small,HR,2024-11
T007698,2024-12-13 15:33:35,2024-12-13 18:10:35,2024-12-14 21:16:51.628030,Medium,Closed,Data Mismatch,Chat,C0517,A015,157.0,29.72128556388889,72,0,False,False,4.3,2024-12-13,15,Friday,Agent_15,Tier 1,2.8,Medium,FinTech,2024-12
T007699,2025-04-01 12:18:32,2025-04-01 14:16:32,2025-04-03 11:08:18.156503,Medium,Closed,Ui Bug,Email,C0583,A026,118.0,46.8294879175,72,0,False,False,3.6,2025-04-01,12,Tuesday,Agent_26,Tier 2,2.6,Medium,FinTech,2025-04
T007700,2025-10-20 03:59:07,2025-10-20 11:29:07,2025-10-20 07:46:52.095100,Low,Closed,Login Issue,Chat,C0342,A032,450.0,3.79585975,168,0,False,False,3.5,2025-10-20,3,Monday,Agent_32,Tier 1,1.4,Medium,Retail,2025-10
T007701,2024-11-24 10:49:42,2024-11-24 23:46:42,2024-11-26 23:19:20.454416,Low,Pending,Payroll Sync Error,Email,C0753,A039,777.0,60.494015115555555,168,0,False,False,2.4,2024-11-24,10,Sunday,Agent_39,Tier 2,1.9,Small,Retail,2024-11
T007702,2024-12-24 16:24:06,2024-12-24 21:47:06,2024-12-25 05:46:02.437355,Low,Closed,Api Failure,Phone,C0416,A028,323.0,13.365677043055555,168,0,False,False,3.0,2024-12-24,16,Tuesday,Agent_28,Tier 2,4.2,Small,Retail,2024-12
T007703,2025-08-19 20:03:28,2025-08-20 03:42:28,2025-08-19 22:10:42.129004,Low,Closed,Api Failure,Email,C0456,A039,459.0,2.12059139,168,0,False,False,3.4,2025-08-19,20,Tuesday,Agent_39,Tier 2,1.9,Large,Retail,2025-08
T007704,2025-02-05 23:11:40,2025-02-06 00:09:40,2025-02-06 11:13:16.276575,Medium,Closed,Login Issue,Chat,C0297,A032,58.0,12.026743493055557,72,0,False,False,4.4,2025-02-05,23,Wednesday,Agent_32,Tier 1,1.4,Large,Retail,2025-02
T007705,2024-11-26 13:56:26,2024-11-26 15:11:26,2024-11-27 03:01:26.553137,High,Closed,Api Failure,Chat,C0331,A013,75.0,13.0834869825,24,0,False,True,4.4,2024-11-26,13,Tuesday,Agent_13,Integration,6.6,Small,Healthcare,2024-11
T007706,2025-10-30 01:45:41,2025-10-30 02:52:41,2025-10-31 01:32:27.116353,Medium,Closed,Integration Config,Portal,C0705,A015,67.0,23.779476764722222,72,0,False,False,4.1,2025-10-30,1,Thursday,Agent_15,Tier 1,2.8,Small,Healthcare,2025-10
T007707,2025-06-12 11:26:52,2025-06-12 14:51:52,2025-06-12 18:54:58.339476,Low,Closed,Login Issue,Email,C0680,A018,205.0,7.468427632222222,168,0,False,False,3.6,2025-06-12,11,Thursday,Agent_18,Tier 2,1.4,Medium,HR,2025-06
T007708,2025-10-27 08:13:10,2025-10-27 11:31:10,2025-10-27 11:43:50.386878,Low,Closed,Integration Config,Chat,C0339,A039,198.0,3.511218577222222,168,0,False,False,2.7,2025-10-27,8,Monday,Agent_39,Tier 2,1.9,Medium,FinTech,2025-10
T007709,2025-06-20 05:15:06,2025-06-20 14:42:06,2025-06-20 23:45:08.125986,Low,Closed,Performance Issue,Portal,C0748,A006,567.0,18.500590551666665,168,0,False,False,3.3,2025-06-20,5,Friday,Agent_6,Tier 1,3.2,Small,Healthcare,2025-06
T007710,2025-05-14 19:20:13,2025-05-14 19:22:13,2025-05-15 04:55:26.660106,Low,Closed,Login Issue,Email,C0298,A011,2.0,9.587127807222224,168,0,False,False,4.5,2025-05-14,19,Wednesday,Agent_11,Tier 1,8.0,Small,Education,2025-05
T007711,2025-03-02 06:44:21,2025-03-02 08:34:21,2025-03-03 00:26:53.158389,Medium,Closed,Payroll Sync Error,Email,C0760,A032,110.0,17.70893288583333,72,0,False,False,4.5,2025-03-02,6,Sunday,Agent_32,Tier 1,1.4,Medium,Education,2025-03
T007712,2025-07-03 19:48:53,2025-07-03 22:37:53,2025-07-05 09:43:37.820225,Medium,Closed,Ui Bug,Email,C0677,A040,169.0,37.9124500625,72,0,False,False,2.9,2025-07-03,19,Thursday,Agent_40,Tier 1,1.2,Medium,E-commerce,2025-07
T007713,2025-04-12 13:02:57,2025-04-12 21:20:57,2025-04-13 15:40:16.043837,Low,Closed,Payroll Sync Error,Phone,C0312,A020,498.0,26.62195662138889,168,0,False,False,3.2,2025-04-12,13,Saturday,Agent_20,Tier 1,1.8,Small,Healthcare,2025-04
T007714,2025-01-04 21:37:03,2025-01-05 04:28:03,2025-01-06 03:54:26.099363,Low,Closed,Integration Config,Email,C0583,A033,411.0,30.289749823055555,168,0,False,False,3.8,2025-01-04,21,Saturday,Agent_33,Tier 1,1.0,Medium,FinTech,2025-01
T007715,2025-02-15 08:39:49,2025-02-15 10:15:49,2025-02-16 09:46:23.155487,Medium,Closed,Api Failure,Chat,C0743,A040,96.0,25.109487635277777,72,0,False,False,3.5,2025-02-15,8,Saturday,Agent_40,Tier 1,1.2,Small,E-commerce,2025-02
T007716,2025-04-19 08:39:47,2025-04-19 20:56:47,2025-04-20 02:45:12.071757,Low,Closed,Api Failure,Email,C0055,A008,737.0,18.090297710277778,168,0,False,False,2.7,2025-04-19,8,Saturday,Agent_8,Integration,2.5,Large,Retail,2025-04
T007717,2025-06-17 05:08:40,2025-06-17 06:01:40,2025-06-17 06:08:40.000000,High,Closed,Login Issue,Email,C0694,A035,53.0,1.0,24,0,False,False,4.3,2025-06-17,5,Tuesday,Agent_35,Escalations,3.5,Small,Healthcare,2025-06
T007718,2024-12-28 02:49:50,2024-12-28 03:26:50,2024-12-28 23:14:48.849679,Medium,Closed,Api Failure,Chat,C0534,A005,37.0,20.416347133055556,72,0,False,False,4.8,2024-12-28,2,Saturday,Agent_5,Tier 1,1.6,Small,Retail,2024-12
T007719,2025-04-13 04:43:39,2025-04-13 10:24:39,2025-04-14 12:19:23.189148,Low,Closed,Payroll Sync Error,Chat,C0795,A035,341.0,31.59560809666667,168,0,False,False,2.8,2025-04-13,4,Sunday,Agent_35,Escalations,3.5,Small,Education,2025-04
T007720,2025-09-05 04:38:52,2025-09-05 06:36:52,2025-09-05 17:29:22.759569,Low,Closed,Api Failure,Email,C0105,A014,118.0,12.841877658055555,168,0,False,False,3.9,2025-09-05,4,Friday,Agent_14,Tier 1,5.5,Small,Education,2025-09
T007721,2025-10-17 00:07:00,2025-10-17 08:15:00,2025-10-17 03:33:48.995529,Low,Closed,Login Issue,Email,C0175,A021,488.0,3.4469432025,168,0,False,False,3.4,2025-10-17,0,Friday,Agent_21,Tier 2,2.0,Small,E-commerce,2025-10
T007722,2025-10-13 04:04:00,2025-10-13 10:42:00,2025-10-13 16:48:32.672000,Low,Closed,Data Mismatch,Chat,C0294,A024,398.0,12.742408888888889,168,0,False,False,2.4,2025-10-13,4,Monday,Agent_24,Tier 1,1.9,Medium,E-commerce,2025-10
T007723,2025-08-15 10:38:43,2025-08-15 10:48:43,2025-08-16 16:21:14.653483,Urgent,Closed,Payroll Sync Error,Email,C0551,A017,10.0,29.708792634166667,4,0,False,False,4.1,2025-08-15,10,Friday,Agent_17,Tier 1,1.2,Medium,HR,2025-08
T007724,2025-07-19 09:44:53,2025-07-19 15:54:53,2025-07-19 23:52:43.976535,Low,Pending,Permission Issue,Email,C0375,A018,370.0,14.130826815277779,168,0,False,False,3.4,2025-07-19,9,Saturday,Agent_18,Tier 2,1.4,Small,Retail,2025-07
T007725,2025-02-12 16:46:41,2025-02-12 17:40:41,2025-02-12 22:05:01.622513,High,Closed,Api Failure,Phone,C0450,A034,54.0,5.305728475833333,24,0,False,False,4.6,2025-02-12,16,Wednesday,Agent_34,Integration,4.4,Large,HR,2025-02
T007726,2025-07-20 23:08:30,2025-07-21 00:50:30,2025-07-21 00:20:29.467850,Medium,Closed,Payroll Sync Error,Phone,C0445,A012,102.0,1.1998521805555555,72,0,False,False,4.8,2025-07-20,23,Sunday,Agent_12,Escalations,4.0,Large,Retail,2025-07
T007727,2025-01-29 19:33:24,2025-01-30 01:58:24,2025-01-30 05:26:12.514501,Low,Closed,Login Issue,Email,C0060,A016,385.0,9.880142916944443,168,0,False,False,2.6,2025-01-29,19,Wednesday,Agent_16,Tier 1,6.1,Enterprise,Retail,2025-01
T007728,2025-04-05 10:28:54,2025-04-05 11:32:54,2025-04-05 20:21:26.698606,High,Closed,Integration Config,Email,C0392,A004,64.0,9.875749612777778,24,0,False,False,4.7,2025-04-05,10,Saturday,Agent_4,Tier 2,5.8,Enterprise,HR,2025-04
T007729,2025-04-20 16:47:13,2025-04-21 06:01:13,2025-04-20 21:54:40.680397,Low,Closed,Ui Bug,Email,C0390,A025,794.0,5.124355665833334,168,0,False,False,3.7,2025-04-20,16,Sunday,Agent_25,Tier 1,1.7,Enterprise,Education,2025-04
T007730,2025-09-02 17:51:33,2025-09-02 21:20:33,2025-09-03 05:46:02.424595,Low,Closed,Login Issue,Phone,C0212,A034,209.0,11.90817349861111,168,0,False,False,3.4,2025-09-02,17,Tuesday,Agent_34,Integration,4.4,Small,Healthcare,2025-09
T007731,2025-10-22 02:20:37,2025-10-22 02:54:37,2025-10-22 03:20:37.000000,High,Closed,Payroll Sync Error,Phone,C0667,A028,34.0,1.0,24,0,False,False,3.7,2025-10-22,2,Wednesday,Agent_28,Tier 2,4.2,Small,Healthcare,2025-10
T007732,2025-04-15 03:33:08,2025-04-15 03:35:08,2025-04-15 04:33:08.000000,High,Closed,Performance Issue,Email,C0685,A011,2.0,1.0,24,0,False,False,5.0,2025-04-15,3,Tuesday,Agent_11,Tier 1,8.0,Small,E-commerce,2025-04
T007733,2025-10-05 11:06:12,2025-10-05 23:05:12,2025-10-06 15:28:01.112647,Low,Closed,Permission Issue,Portal,C0535,A013,719.0,28.363642401944446,168,0,False,False,3.0,2025-10-05,11,Sunday,Agent_13,Integration,6.6,Large,Healthcare,2025-10
T007734,2025-07-23 19:28:29,2025-07-24 00:44:29,2025-07-24 14:14:45.232559,Low,Closed,Api Failure,Portal,C0240,A031,316.0,18.771175710833333,168,0,False,False,3.5,2025-07-23,19,Wednesday,Agent_31,Tier 2,4.0,Small,Education,2025-07
T007735,2025-10-14 22:04:34,2025-10-15 01:26:34,2025-10-14 23:04:34.000000,Medium,Closed,Ui Bug,Portal,C0488,A025,202.0,1.0,72,0,False,False,5.0,2025-10-14,22,Tuesday,Agent_25,Tier 1,1.7,Small,Education,2025-10
T007736,2025-04-28 14:08:30,2025-04-28 19:18:30,2025-04-29 11:15:18.589744,Medium,Closed,Api Failure,Portal,C0721,A039,310.0,21.113497151111112,72,0,False,False,4.4,2025-04-28,14,Monday,Agent_39,Tier 2,1.9,Medium,HR,2025-04
T007737,2025-09-13 10:16:41,2025-09-13 10:32:41,2025-09-13 15:26:26.802074,Urgent,Closed,Login Issue,Portal,C0122,A010,16.0,5.162722798333333,4,0,False,False,3.5,2025-09-13,10,Saturday,Agent_10,Tier 2,1.4,Small,Retail,2025-09
T007738,2025-10-29 22:08:14,2025-10-29 23:48:14,2025-10-30 02:37:49.548343,High,Closed,Permission Issue,Email,C0253,A024,100.0,4.493207873055556,24,0,False,False,3.6,2025-10-29,22,Wednesday,Agent_24,Tier 1,1.9,Small,Healthcare,2025-10
T007739,2024-12-01 00:24:09,2024-12-01 01:56:09,2024-12-03 11:42:52.656743,High,Closed,Integration Config,Email,C0141,A001,92.0,59.312126873055554,24,0,False,True,3.9,2024-12-01,0,Sunday,Agent_1,Tier 1,1.3,Medium,Retail,2024-12
T007740,2025-02-24 11:31:06,2025-02-24 11:49:06,2025-02-24 17:30:05.038633,Urgent,Closed,Api Failure,Portal,C0452,A025,18.0,5.983066286944444,4,0,False,False,3.8,2025-02-24,11,Monday,Agent_25,Tier 1,1.7,Enterprise,E-commerce,2025-02
T007741,2025-05-25 23:15:59,2025-05-25 23:17:59,2025-05-26 12:55:40.113982,Medium,Closed,Permission Issue,Email,C0153,A028,2.0,13.661420550555556,72,0,False,False,3.3,2025-05-25,23,Sunday,Agent_28,Tier 2,4.2,Medium,FinTech,2025-05
T007742,2025-10-08 02:40:43,2025-10-08 02:42:43,2025-10-09 13:33:49.472153,Medium,Closed,Ui Bug,Email,C0726,A036,2.0,34.88513115361111,72,0,False,False,2.9,2025-10-08,2,Wednesday,Agent_36,Integration,3.6,Medium,Education,2025-10
T007743,2025-08-23 17:28:49,2025-08-24 05:46:49,2025-08-23 19:42:54.527328,Low,Closed,Login Issue,Email,C0308,A018,738.0,2.2348687022222222,168,0,False,False,3.0,2025-08-23,17,Saturday,Agent_18,Tier 2,1.4,Small,E-commerce,2025-08
T007744,2025-01-18 09:54:30,2025-01-18 15:28:30,2025-01-20 07:20:14.289493,Low,Closed,Payroll Sync Error,Phone,C0560,A006,334.0,45.428969303611105,168,0,False,False,3.5,2025-01-18,9,Saturday,Agent_6,Tier 1,3.2,Small,HR,2025-01
T007745,2025-10-20 03:56:16,2025-10-20 07:22:16,2025-10-20 17:44:35.946554,Medium,Closed,Ui Bug,Email,C0317,A002,206.0,13.805540709444445,72,0,False,False,4.2,2025-10-20,3,Monday,Agent_2,Escalations,2.4,Large,Education,2025-10
T007746,2025-01-22 05:28:47,2025-01-22 07:51:47,2025-01-22 14:22:01.008819,Medium,Closed,Login Issue,Email,C0529,A003,143.0,8.887224671944445,72,0,False,False,3.9,2025-01-22,5,Wednesday,Agent_3,Tier 2,1.1,Medium,FinTech,2025-01
T007747,2025-03-17 17:34:45,2025-03-17 21:33:45,2025-03-18 13:38:29.280528,Low,Closed,Data Mismatch,Chat,C0296,A008,239.0,20.06230014666667,168,0,False,False,3.7,2025-03-17,17,Monday,Agent_8,Integration,2.5,Small,Retail,2025-03
T007748,2025-10-10 12:09:09,2025-10-10 14:53:09,2025-10-10 16:41:13.086873,Medium,Closed,Login Issue,Portal,C0345,A031,164.0,4.534468575833333,72,0,False,False,4.6,2025-10-10,12,Friday,Agent_31,Tier 2,4.0,Small,Healthcare,2025-10
T007749,2025-07-02 02:34:10,2025-07-02 06:28:10,2025-07-02 11:54:19.625664,Low,Closed,Payroll Sync Error,Chat,C0581,A019,234.0,9.33600712888889,168,0,False,False,4.4,2025-07-02,2,Wednesday,Agent_19,Tier 1,1.1,Small,HR,2025-07
T007750,2025-05-27 03:58:25,2025-05-27 06:03:25,2025-05-27 04:58:25.000000,Medium,Closed,Billing Query,Chat,C0597,A006,125.0,1.0,72,0,True,False,3.9,2025-05-27,3,Tuesday,Agent_6,Tier 1,3.2,Small,E-commerce,2025-05
T007751,2025-02-14 18:16:59,2025-02-14 22:11:59,2025-02-16 06:37:33.550141,Medium,Closed,Performance Issue,Email,C0282,A014,235.0,36.34293059472222,72,0,False,False,2.9,2025-02-14,18,Friday,Agent_14,Tier 1,5.5,Medium,FinTech,2025-02
T007752,2024-12-08 17:14:41,2024-12-08 22:02:41,2024-12-10 10:29:35.825846,Low,Pending,Ui Bug,Email,C0208,A003,288.0,41.248562735,168,0,False,False,3.2,2024-12-08,17,Sunday,Agent_3,Tier 2,1.1,Medium,Retail,2024-12
T007753,2025-06-25 05:04:29,2025-06-25 05:54:29,2025-06-27 13:19:37.264992,High,Closed,Data Mismatch,Chat,C0552,A001,50.0,56.25229583111111,24,0,False,False,3.2,2025-06-25,5,Wednesday,Agent_1,Tier 1,1.3,Large,HR,2025-06
T007754,2025-03-23 19:31:24,2025-03-24 03:55:24,2025-03-24 20:30:51.565603,Low,Closed,Permission Issue,Portal,C0096,A030,504.0,24.990990445277777,168,0,False,False,2.2,2025-03-23,19,Sunday,Agent_30,Tier 1,9.7,Small,HR,2025-03
T007755,2025-09-11 08:13:28,2025-09-11 11:04:28,2025-09-16 12:53:20.683517,Medium,Closed,Integration Config,Portal,C0452,A019,171.0,124.66463431027778,72,0,False,True,2.9,2025-09-11,8,Thursday,Agent_19,Tier 1,1.1,Enterprise,E-commerce,2025-09
T007756,2025-01-15 12:19:27,2025-01-15 17:37:27,2025-01-16 02:11:57.694278,Low,Closed,Payroll Sync Error,Chat,C0762,A019,318.0,13.875192855,168,0,False,False,2.0,2025-01-15,12,Wednesday,Agent_19,Tier 1,1.1,Medium,E-commerce,2025-01
T007757,2025-07-14 23:22:34,2025-07-15 00:56:34,2025-07-15 12:03:47.181337,Medium,Closed,Api Failure,Email,C0373,A009,94.0,12.686994815833334,72,0,False,False,3.6,2025-07-14,23,Monday,Agent_9,Tier 2,2.6,Small,Healthcare,2025-07
T007758,2025-06-08 11:17:24,2025-06-08 12:34:24,2025-06-08 12:17:24.000000,Medium,Closed,Ui Bug,Phone,C0648,A007,77.0,1.0,72,0,False,False,4.2,2025-06-08,11,Sunday,Agent_7,Tier 1,1.7,Medium,Healthcare,2025-06
T007759,2024-12-26 14:25:58,2024-12-26 14:36:58,2024-12-27 02:57:34.913780,Low,Closed,Api Failure,Email,C0073,A037,11.0,12.526920494444445,168,0,False,False,3.7,2024-12-26,14,Thursday,Agent_37,Tier 1,4.0,Small,E-commerce,2024-12
T007760,2025-08-25 11:51:55,2025-08-25 15:18:55,2025-08-25 21:26:07.273779,Medium,Closed,Payroll Sync Error,Email,C0785,A007,207.0,9.570076049722223,72,0,False,False,3.6,2025-08-25,11,Monday,Agent_7,Tier 1,1.7,Small,E-commerce,2025-08
T007761,2024-12-11 08:52:04,2024-12-11 10:38:04,2024-12-13 02:02:58.552056,Medium,Closed,Integration Config,Phone,C0681,A009,106.0,41.18182001555555,72,0,False,True,3.4,2024-12-11,8,Wednesday,Agent_9,Tier 2,2.6,Small,HR,2024-12
T007762,2025-05-23 03:00:54,2025-05-23 07:28:54,2025-05-23 04:27:22.012148,Low,Closed,Payroll Sync Error,Phone,C0333,A004,268.0,1.4411144855555555,168,0,False,False,5.0,2025-05-23,3,Friday,Agent_4,Tier 2,5.8,Enterprise,E-commerce,2025-05
T007763,2024-11-04 00:37:00,2024-11-04 03:21:00,2024-11-04 14:28:31.282441,Medium,Closed,Payroll Sync Error,Portal,C0393,A025,164.0,13.858689566944445,72,0,False,False,3.4,2024-11-04,0,Monday,Agent_25,Tier 1,1.7,Small,Retail,2024-11
T007764,2024-11-06 12:44:03,2024-11-06 13:27:03,2024-11-07 08:34:36.820688,High,Closed,Api Failure,Chat,C0710,A012,43.0,19.84272796888889,24,0,False,False,4.9,2024-11-06,12,Wednesday,Agent_12,Escalations,4.0,Large,Education,2024-11
T007765,2024-12-23 10:19:03,2024-12-23 12:24:03,2024-12-25 05:55:53.454274,Medium,Closed,Payroll Sync Error,Portal,C0106,A006,125.0,43.61401507611111,72,0,False,False,3.4,2024-12-23,10,Monday,Agent_6,Tier 1,3.2,Medium,HR,2024-12
T007766,2025-03-04 05:59:24,2025-03-04 07:06:24,2025-03-04 06:59:24.000000,High,Closed,Permission Issue,Email,C0101,A018,67.0,1.0,24,0,False,False,4.7,2025-03-04,5,Tuesday,Agent_18,Tier 2,1.4,Small,Retail,2025-03
T007767,2025-07-05 20:55:54,2025-07-06 01:18:54,2025-07-07 08:57:49.775552,Medium,Closed,Data Mismatch,Email,C0359,A040,263.0,36.03215987555556,72,0,False,False,3.6,2025-07-05,20,Saturday,Agent_40,Tier 1,1.2,Medium,E-commerce,2025-07
